96  4.37  31.74  35.01
97  4.38  31.82  35.16
98  3.96  31.89  31.75
99  4.20  31.94  33.66
100  4.06  32.02  32.79
101  4.31  32.10  34.34
102  4.07  32.17  32.76
103  4.33  32.23  34.78
104  4.37  32.26  34.98
105  4.00  32.29  32.48
106  4.15  32.37  33.58
107  3.82  32.42  30.99
108  4.27  32.48  34.45
109  4.46  32.56  35.60
110  4.32  32.63  34.59
111  4.24  32.65  34.04
112  4.27  32.61  34.88
113  4.10  32.64  33.10
114  4.20  32.63  33.90
115  4.16  32.66  33.77
116  4.33  32.69  34.08
117  4.05  32.72  33.37
118  4.19  32.76  33.70
119  4.45  32.77  35.01
120  3.95  32.81  32.23
121  4.31  32.76  34.54
122  4.34  32.78  34.84
123  4.07  32.77  32.97
124  4.18  32.79  34.02
125  3.89  32.76  31.90
126  4.24  32.74  33.60
127  4.07  32.74  32.73
128  4.04  32.77  32.67
129  3.94  32.80  32.60
130  3.91  32.86  31.80
131  4.11  32.88  33.24
132  4.24  32.86  34.49
133  3.78  32.84  31.11
134  4.17  32.85  33.82
135  3.85  32.86  31.59
136  3.91  32.86  31.91
137  4.04  32.85  33.18
138  4.05  32.84  32.87
139  4.02  32.88  32.07
140  4.05  32.87  33.27
141  3.86  32.86  31.10
142  4.39  32.87  34.76
143  4.01  32.83  32.83
144  4.06  32.77  33.13
145  4.12  32.76  33.22
146  3.74  32.78  30.32
147  3.71  32.81  30.89
148  3.87  32.83  32.01
149  3.49  32.83  28.54
150  3.96  32.80  32.45
151  3.88  32.81  31.86
152  3.83  32.79  31.50
153  3.76  32.81  30.88
154  3.67  32.79  30.38
155  3.52  32.79  28.82
156  3.88  32.77  31.82
157  3.83  32.74  31.67
158  3.59  32.79  29.21
159  3.98  32.79  32.41
160  3.45  32.77  28.88
161  3.66  32.77  29.98
162  3.73  32.81  30.64
163  3.95  32.83  32.48
164  3.92  32.80  31.82
165  3.95  32.78  32.51
166  3.91  32.79  31.70
167  3.60  32.82  29.66
168  3.80  32.79  31.09
169  3.73  32.79  30.95
170  3.81  32.83  31.17
171  3.85  32.81  31.58
172  3.60  32.81  29.80
173  3.92  32.81  32.05
174  3.77  32.81  30.55
175  3.59  32.78  29.68
176  3.91  32.76  32.10
177  4.00  32.77  32.27
178  3.83  32.73  31.04
179  3.53  32.69  29.59
180  3.75  32.69  30.65
181  3.54  32.69  29.55
182  3.83  32.70  31.59
183  4.00  32.71  32.30
184  4.02  32.70  32.33
185  3.55  32.68  29.41
186  3.48  32.68  29.10
187  3.79  32.68  31.09
188  3.49  32.67  28.98
189  4.10  32.65  32.86
190  3.49  32.63  28.79
191  3.45  32.65  29.31
192  3.84  32.61  31.40
193  3.51  32.61  28.84
194  3.41  32.60  28.20
195  3.65  32.59  30.25
196  3.80  32.60  31.09
197  3.57  32.59  29.29
198  3.85  32.61  31.57
199  4.10  32.64  32.99
200  3.50  32.62  29.56
201  3.57  32.59  29.57
202  3.54  32.55  29.41
203  3.55  32.54  29.41
204  3.63  32.54  29.59
205  3.70  32.53  30.61
206  3.59  32.49  29.30
207  3.95  32.49  32.06
208  3.69  32.49  30.05
209  3.72  32.48  30.48
210  3.67  32.47  30.48
211  3.37  32.46  27.79
212  3.75  32.41  30.88
213  3.22  32.44  26.56
214  3.77  32.44  30.94
215  3.63  32.45  29.82
216  3.40  32.47  28.27
217  3.52  32.50  29.05
218  3.76  32.49  31.05
219  3.44  32.50  28.29
220  3.48  32.52  28.61
221  3.60  32.52  29.86
222  3.85  32.50  31.31
223  3.42  32.52  28.28
224  3.40  32.48  28.33
225  3.87  32.48  31.43
226  3.74  32.44  30.42
227  3.39  32.47  27.77
228  3.52  32.42  29.16
229  3.81  32.41  30.75
230  3.74  32.38  30.68
231  3.48  32.41  28.61
232  3.62  32.38  30.11
233  3.62  32.36  29.91
234  3.53  32.37  28.57
235  3.58  32.38  29.06
236  3.50  32.35  29.43
237  3.70  32.32  30.28
238  3.55  32.35  28.87
239  3.44  32.37  28.66
240  3.52  32.35  28.75
241  3.63  32.38  29.95
242  3.94  32.42  31.77
243  3.82  32.36  30.93
244  3.56  32.35  29.32
245  3.48  32.36  28.55
246  3.68  32.36  30.02
247  3.62  32.35  30.20
248  3.53  32.35  29.27
249  3.50  32.34  28.70
250  3.53  32.34  29.24
251  3.65  32.34  30.32
252  3.79  32.34  31.20
253  3.21  32.34  26.53
254  3.50  32.29  28.81
255  3.85  32.30  31.25
256  3.51  32.30  29.11
257  3.49  32.32  28.81
258  3.71  32.28  29.80
259  3.57  32.27  29.52
260  3.67  32.27  29.64
261  3.77  32.26  30.77
262  3.72  32.25  30.55
263  3.77  32.27  30.72
264  3.96  32.28  32.17
265  3.61  32.25  29.70
266  3.52  32.23  28.93
267  3.44  32.21  28.43
268  3.53  32.20  29.39
269  3.36  32.16  27.26
270  3.91  32.17  31.89
271  4.14  32.16  33.27
272  3.44  32.17  28.57
273  3.65  32.19  30.05
274  3.42  32.16  28.47
275  3.80  32.15  31.02
276  3.60  32.11  29.38
277  3.81  32.07  31.05
278  3.81  32.09  30.93
279  3.43  32.07  28.23
280  3.55  32.03  29.04
281  3.57  31.99  29.32
282  3.66  31.98  29.98
283  3.54  31.96  28.92
284  3.91  31.87  31.18
285  3.52  31.83  29.12
286  3.71  31.83  30.70
287  3.56  31.82  28.86
288  3.60  31.85  29.72
289  3.60  31.82  29.27
290  3.73  31.81  30.75
291  3.65  31.82  29.92
292  3.55  31.78  29.08
293  3.83  31.81  31.00
294  3.58  31.80  29.26
295  3.76  31.79  30.16
296  3.63  31.74  29.55
297  3.75  31.72  30.18
298  3.61  31.71  29.25
299  3.54  31.71  29.00
300  3.64  31.71  29.69
301  3.35  31.68  27.50
302  3.26  31.67  27.05
303  3.80  31.70  30.90
304  3.54  31.72  28.66
305  3.38  31.70  27.43
306  3.39  31.72  27.80
307  3.25  31.69  26.62
308  3.69  31.69  29.91
309  3.74  31.68  30.11
310  3.38  31.66  27.61
311  3.53  31.64  28.78
312  3.29  31.64  27.03
313  3.73  31.65  29.86
314  3.50  31.62  29.05
315  3.70  31.65  30.11
316  3.87  31.62  31.54
317  3.19  31.60  26.57
318  3.59  31.62  29.05
319  3.33  31.64  27.89
320  3.52  31.66  28.58
321  3.54  31.62  29.11
322  3.33  31.64  27.66
323  3.39  31.64  28.16
324  3.15  31.64  25.64
325  4.21  31.67  33.65
326  3.28  31.67  26.28
327  3.78  31.66  30.47
328  3.34  31.63  27.45
329  3.16  31.63  26.25
330  4.07  31.59  32.52
331  3.30  31.59  27.23
332  3.65  31.60  29.47
333  3.86  31.57  31.40
334  3.28  31.58  26.94
335  3.79  31.52  30.27
336  3.53  31.45  28.86
337  3.69  31.43  29.55
338  3.47  31.39  28.57
339  3.67  31.41  29.86
340  3.77  31.41  29.64
341  3.34  31.39  28.14
342  3.25  31.40  27.03
343  3.64  31.39  28.91
344  3.56  31.35  29.06
345  3.39  31.32  27.73
346  3.67  31.28  29.68
347  3.68  31.23  30.14
348  3.45  31.25  27.98
349  3.67  31.27  29.70
350  3.78  31.26  31.41
351  3.47  31.22  27.99
352  3.48  31.21  28.62
353  3.42  31.20  27.88
354  3.58  31.20  29.07
355  3.45  31.19  28.38
356  3.51  31.17  28.59
357  4.22  31.12  33.60
358  3.02  31.06  24.87
359  3.65  31.04  29.52
360  3.82  31.06  30.88
361  3.43  31.05  27.90
362  3.79  31.07  30.43
363  3.72  31.04  29.88
364  3.50  31.02  28.72
365  3.79  31.03  30.09
366  3.50  31.02  28.50
367  3.56  30.95  28.96
368  3.52  30.90  28.75
369  3.06  30.91  25.59
370  3.32  30.86  26.33
371  3.40  30.83  28.40
372  3.30  30.80  27.04
373  3.45  30.79  27.91
374  2.98  30.84  24.87
375  3.57  30.84  29.28
376  3.77  30.87  30.19
377  3.72  30.82  30.09
378  3.97  30.86  31.95
379  3.23  30.88  26.60
380  3.61  30.88  28.97
381  3.50  30.84  28.07
382  3.24  30.79  26.53
383  3.49  30.77  28.06
384  3.89  30.75  31.66
385  3.43  30.74  28.14
386  3.61  30.74  29.20
387  3.40  30.72  27.54
388  3.25  30.74  26.95
389  3.01  30.74  24.84
390  3.46  30.79  27.93
391  3.79  30.80  29.75
392  3.72  30.82  29.65
393  3.36  30.80  27.19
394  3.39  30.73  27.36
395  3.49  30.75  28.07
396  3.84  30.75  30.05
397  3.83  30.72  30.46
398  3.69  30.68  29.64
399  3.43  30.67  27.66
400  3.70  30.62  30.16
401  3.27  30.59  26.75
402  4.12  30.57  33.03
403  3.41  30.57  27.66
404  3.50  30.60  28.20
405  3.60  30.63  28.23
406  3.11  30.60  25.92
407  3.48  30.55  28.00
408  3.04  30.52  25.04
409  3.33  30.51  26.98
410  3.52  30.48  28.13
411  3.39  30.46  27.84
412  3.52  30.50  27.48
413  3.44  30.52  27.84
414  3.90  30.53  30.58
415  3.45  30.57  27.89
416  3.59  30.57  29.04
417  3.62  30.57  28.98
418  3.57  30.53  27.88
419  3.76  30.54  30.38
420  3.73  30.48  29.22
421  3.62  30.46  29.20
422  3.64  30.46  29.74
423  3.62  30.47  29.00
424  3.62  30.44  29.27
425  3.64  30.42  28.50
426  3.47  30.37  28.39
427  3.33  30.39  26.48
428  3.50  30.35  27.80
429  3.51  30.32  28.27
430  4.14  30.27  32.33
431  3.82  30.27  29.52
432  3.10  30.25  24.96
433  3.34  30.26  27.23
434  3.08  30.22  25.46
435  3.48  30.20  28.16
436  3.87  30.20  30.82
437  3.25  30.14  26.50
438  3.30  30.12  26.73
439  3.54  30.11  28.25
440  3.15  30.14  26.25
441  3.51  30.16  28.36
442  3.44  30.14  27.84
443  3.26  30.16  26.11
444  3.15  30.14  25.37
445  3.60  30.14  27.89
446  3.48  30.14  28.07
447  3.96  30.15  30.66
448  3.99  30.14  31.28
449  3.07  30.14  25.27
450  3.80  30.14  30.25
451  3.52  30.11  27.83
452  4.16  30.07  32.35
453  3.58  30.07  28.30
454  3.34  30.01  26.73
455  3.24  29.94  25.89
456  3.35  29.94  26.74
457  3.76  29.93  30.08
458  3.29  29.91  26.14
459  3.67  29.93  28.64
460  3.52  29.85  28.34
461  3.60  29.82  28.07
462  3.90  29.78  30.84
463  3.65  29.76  28.39
464  3.22  29.72  25.68
465  3.16  29.72  25.26
466  3.62  29.65  28.66
467  4.65  29.65  35.13
468  3.44  29.64  26.85
469  3.46  29.64  27.50
470  3.47  29.66  28.03
471  3.20  29.63  25.48
472  3.02  29.59  24.33
473  3.12  29.58  25.20
474  3.71  29.57  29.61
475  3.55  29.55  28.05
476  3.51  29.51  27.14
477  3.23  29.48  26.04
478  3.42  29.47  26.20
479  3.05  29.44  24.70
480  3.16  29.44  24.57
481  3.44  29.39  26.95
482  3.92  29.39  30.51
483  4.43  29.37  33.44
484  3.71  29.32  28.90
485  3.30  29.34  25.88
486  2.98  29.30  24.22
487  3.07  29.24  24.80
488  3.27  29.20  26.30
489  4.06  29.16  31.75
490  3.81  29.08  29.62
491  3.65  29.09  28.76
492  3.18  29.09  25.00
493  3.56  29.05  28.23
494  3.40  29.03  27.43
495  3.43  29.02  26.91
496  3.25  29.00  24.66
497  4.08  28.97  31.91
498  3.91  28.98  29.82
499  3.32  28.93  26.20
500  3.17  28.90  26.02
501  3.22  28.88  24.98
502  3.47  28.87  26.91
503  3.34  28.84  26.66
504  2.83  28.81  22.57
505  3.81  28.81  28.84
506  3.57  28.80  27.22
507  3.33  28.78  26.44
508  3.13  28.73  25.25
509  2.94  28.70  23.59
510  3.20  28.66  24.75
511  3.01  28.64  23.72
512  2.90  28.63  22.88
513  2.51  28.61  20.46
514  3.50  28.61  27.54
515  3.39  28.61  26.47
516  3.72  28.62  28.78
517  2.33  28.60  18.75
518  3.74  28.62  28.45
519  3.65  28.63  28.19
520  2.92  28.63  23.30
521  3.41  28.61  26.52
522  3.35  28.62  26.16
523  4.13  28.59  31.30
524  3.00  28.54  24.16
525  3.46  28.55  27.05
526  3.56  28.51  27.62
527  2.93  28.50  23.73
528  3.10  28.45  24.16
529  3.59  28.44  28.07
530  3.97  28.36  29.80
531  3.08  28.35  23.88
532  3.86  28.28  29.26
533  2.87  28.28  22.93
534  3.76  28.26  28.68
535  3.13  28.26  23.97
536  2.38  28.21  19.29
537  2.87  28.16  22.19
538  2.98  28.16  23.84
539  3.60  28.12  27.66
540  2.57  28.10  21.29
541  3.27  28.08  25.27
542  3.28  28.11  25.76
543  3.07  28.11  24.16
544  3.17  28.12  24.93
545  2.75  28.13  21.89
546  3.21  28.14  25.29
547  3.16  28.14  24.23
548  3.87  28.17  29.18
549  3.72  28.17  28.57
550  2.50  28.17  20.22
551  3.38  28.18  25.84
552  3.61  28.16  27.25
553  3.23  28.16  25.41
554  3.70  28.10  27.90
555  3.08  28.12  23.71
556  2.17  28.06  17.61
557  2.80  28.05  22.35
558  4.59  28.02  33.63
559  2.21  28.00  17.54
560  2.44  27.95  19.84
561  2.59  27.93  20.51
562  3.70  27.89  27.26
563  2.13  27.87  17.20
564  2.81  27.88  21.36
565  3.51  27.88  26.47
566  3.07  27.89  23.79
567  2.20  27.87  17.41
568  2.72  27.87  21.10
569  3.71  27.89  28.29
570  3.17  27.87  24.08
571  2.53  27.87  20.38
572  3.21  27.88  24.27
573  3.46  27.86  26.49
574  3.20  27.88  24.55
575  2.95  27.89  23.12
576  3.10  27.85  24.22
577  2.33  27.86  18.80
578  2.95  27.88  22.87
579  2.66  27.88  21.55
580  3.02  27.93  23.00
581  2.78  27.92  22.02
582  2.30  27.93  18.62
583  3.32  27.97  25.55
584  2.89  27.96  22.64
585  2.25  27.95  17.42
586  4.35  27.97  32.41
587  2.16  27.99  17.20
588  3.13  27.99  24.08
589  3.77  27.98  28.43
590  2.24  27.98  17.57
591  3.33  27.99  25.39
592  2.85  27.97  22.42
593  3.43  27.95  26.62
594  2.71  27.96  20.88
595  3.04  27.92  24.01
596  4.41  27.91  32.63
597  2.25  27.93  18.04
598  3.22  27.93  25.40
599  3.14  27.93  24.22
600  4.04  27.92  30.29
601  2.26  27.93  18.37
602  2.71  27.92  21.42
603  3.27  27.92  24.95
604  4.28  27.91  31.57
605  2.42  27.89  19.14
606  3.90  27.89  28.58
607  2.26  27.91  17.94
608  3.28  27.91  25.68
609  2.27  27.91  17.45
610  2.57  27.92  20.89
611  3.01  27.91  23.08
612  3.16  27.91  23.84
613  2.89  27.90  22.91
614  3.05  27.88  23.21
615  3.31  27.88  25.30
616  2.58  27.85  21.05
617  2.26  27.85  18.23
618  2.36  27.84  19.28
619  3.23  27.84  24.43
620  2.42  27.86  19.55
621  4.16  27.88  30.52
622  2.35  27.91  18.72
623  3.21  27.89  24.82
624  3.41  27.93  26.95
625  3.21  27.95  24.37
626  2.73  27.95  21.52
627  4.03  27.96  30.16
628  4.69  27.95  33.88
629  2.13  27.92  17.09
630  2.58  27.90  20.61
631  3.08  27.90  24.04
632  3.86  27.89  28.66
633  3.18  27.84  23.77
634  3.42  27.84  25.57
635  3.51  27.84  26.54
636  3.44  27.84  26.42
637  3.47  27.82  25.02
638  2.24  27.77  18.07
639  4.44  27.73  31.88
640  3.06  27.67  23.12
641  4.39  27.62  31.70
642  3.32  27.60  26.05
643  1.94  27.57  15.29
644  3.07  27.58  22.93
645  2.69  27.55  20.29
646  2.25  27.49  17.78
647  2.88  27.44  22.58
648  2.93  27.44  22.70
649  2.20  27.45  17.55
650  3.47  27.47  26.03
651  2.48  27.51  19.52
652  3.22  27.49  24.29
653  3.06  27.49  23.54
654  3.39  27.49  24.98
655  2.94  27.52  22.67
656  2.37  27.53  18.51
657  2.12  27.54  17.05
658  2.67  27.52  20.74
659  2.80  27.55  21.50
660  2.84  27.55  21.85
661  3.45  27.57  25.96
662  2.86  27.57  22.00
663  2.31  27.62  18.52
664  2.15  27.62  17.14
665  2.03  27.64  16.24
666  2.07  27.64  16.71
667  2.94  27.62  22.47
668  3.24  27.68  25.14
669  2.88  27.71  21.97
670  2.98  27.75  22.59
671  3.28  27.79  25.04
672  2.50  27.81  19.91
673  3.91  27.78  28.76
674  2.27  27.83  18.11
675  2.50  27.83  19.75
676  2.63  27.81  19.84
677  2.52  27.82  19.89
678  3.00  27.84  22.70
679  3.43  27.82  25.63
680  2.28  27.82  18.09
681  2.42  27.82  18.99
682  2.25  27.81  18.23
683  3.40  27.81  26.48
684  3.42  27.82  26.47
685  1.85  27.84  14.70
686  3.85  27.85  28.16
687  3.46  27.86  26.48
688  2.31  27.86  18.47
689  2.82  27.85  21.59
690  3.95  27.87  28.98
691  3.12  27.85  23.45
692  3.12  27.85  23.89
693  2.96  27.83  22.34
694  2.30  27.85  18.30
695  2.68  27.85  21.14
696  3.35  27.84  25.59
697  2.09  27.84  16.54
698  3.98  27.83  29.01
699  4.22  27.84  30.95
700  3.94  27.84  28.06
701  2.66  27.84  21.09
702  2.51  27.84  20.23
703  2.62  27.83  20.89
704  2.26  27.83  18.28
705  2.34  27.82  18.75
706  2.30  27.82  18.93
707  3.82  27.86  29.22
708  2.14  27.88  17.08
709  2.52  27.94  19.84
710  3.30  27.99  24.49
711  2.25  28.01  17.78
712  2.90  28.03  22.83
713  3.48  28.04  26.16
714  2.75  28.09  20.71
715  4.03  28.10  30.02
716  3.06  28.13  22.35
717  2.62  28.16  21.39
718  2.73  28.12  21.66
719  3.87  28.13  28.54
720  2.98  28.14  22.71
721  3.40  28.10  25.75
722  2.97  28.08  23.00
723  2.67  28.04  21.43
724  2.20  28.04  17.86
725  3.32  28.02  25.13
726  3.06  28.04  23.55
727  3.81  28.03  28.10
728  3.51  28.02  26.15
729  2.97  28.02  23.61
730  2.21  28.02  17.86
731  2.42  27.99  19.27
732  3.44  28.00  25.91
733  2.99  28.00  22.91
734  2.71  28.01  21.34
735  1.93  28.04  14.89
736  2.92  28.06  23.29
737  2.64  28.05  20.98
738  2.80  28.06  21.45
739  2.52  28.08  20.16
740  3.35  28.11  25.48
741  2.77  28.12  21.41
742  3.48  28.12  27.72
743  3.09  28.12  23.82
744  3.27  28.15  24.25
745  2.15  28.18  17.73
746  3.02  28.18  22.33
747  4.75  28.20  34.18
748  3.10  28.21  23.15
749  3.44  28.22  26.43
750  3.31  28.24  25.00
751  3.19  28.22  25.00
752  2.59  28.25  20.59
753  3.58  28.23  26.78
754  3.06  28.21  22.62
755  3.17  28.21  24.51
756  3.40  28.22  26.34
757  3.19  28.17  23.99
758  2.23  28.16  17.76
759  3.20  28.13  24.25
760  2.91  28.14  22.08
761  4.03  28.18  29.87
762  3.33  28.18  25.23
763  2.21  28.20  17.84
764  3.36  28.19  25.56
765  3.57  28.20  27.64
766  2.94  28.25  22.20
767  2.20  28.25  17.44
768  2.44  28.25  19.55
769  3.33  28.24  25.25
770  2.75  28.23  21.48
771  2.51  28.23  20.57
772  3.16  28.26  24.55
773  2.11  28.26  16.76
774  2.12  28.29  17.09
775  3.40  28.33  25.60
776  2.62  28.33  21.27
777  3.57  28.37  26.82
778  3.63  28.38  26.96
779  2.74  28.40  21.59
780  4.40  28.41  32.19
781  3.22  28.44  24.39
782  2.33  28.49  18.87
783  2.58  28.48  20.31
784  2.92  28.48  21.86
785  3.62  28.47  26.89
786  2.05  28.46  15.90
787  2.87  28.46  22.36
788  3.10  28.46  23.27
789  2.48  28.48  19.68
790  2.54  28.44  20.43
791  2.16  28.45  17.47
792  3.12  28.43  24.83
793  2.53  28.45  20.02
794  2.82  28.44  21.95
795  3.34  28.44  25.52
796  2.91  28.48  22.70
797  2.21  28.53  17.86
798  2.98  28.55  22.70
799  2.73  28.56  21.87
800  2.50  28.59  19.91
801  2.81  28.64  22.36
802  2.61  28.64  21.12
803  3.26  28.68  25.07
804  2.34  28.73  18.89
805  3.05  28.73  22.80
806  3.43  28.74  25.43
807  2.92  28.76  23.03
808  2.65  28.77  21.08
809  3.56  28.78  27.32
810  2.63  28.79  20.59
811  2.31  28.79  18.91
812  1.99  28.81  16.05
813  3.20  28.81  24.68
814  2.29  28.83  18.34
815  2.47  28.84  20.02
816  3.47  28.85  26.23
817  2.49  28.92  20.24
818  3.38  28.92  25.46
819  2.80  28.96  21.79
820  3.33  28.95  24.93
821  4.30  28.96  31.86
822  3.20  28.96  24.73
823  2.75  28.97  21.55
824  4.49  28.96  32.13
825  2.54  28.97  19.75
826  2.65  28.95  21.12
827  3.60  28.93  27.82
828  3.32  28.92  25.12
829  3.06  28.88  23.29
830  2.52  28.88  20.50
831  3.56  28.88  25.95
832  2.65  28.89  21.02
833  4.09  28.91  30.24
834  2.73  28.94  21.82
835  3.01  28.92  23.67
836  3.02  28.92  23.88
837  3.06  28.90  22.80
838  3.12  28.91  24.18
839  3.51  28.94  26.79
840  3.32  28.94  25.43
841  3.21  28.92  24.62
842  3.11  28.91  24.41
843  3.51  28.92  26.16
844  3.31  28.92  25.50
845  2.82  28.96  21.77
846  2.42  28.95  19.39
847  3.57  28.94  26.91
848  3.81  28.95  28.62
849  3.10  28.98  24.36
850  3.05  29.00  23.07
851  3.58  28.99  26.94
852  2.22  29.01  18.07
853  2.93  29.01  22.73
854  2.96  29.01  23.28
855  3.22  28.98  25.34
856  2.49  28.99  19.09
857  4.12  29.02  31.34
858  4.10  29.03  30.62
859  2.74  29.05  21.27
860  3.62  29.05  27.36
861  3.65  29.05  28.20
862  3.50  29.06  26.12
863  2.51  29.05  20.11
864  2.66  29.07  21.45
865  3.41  29.09  26.23
866  2.42  29.10  19.27
867  3.59  29.09  27.21
868  2.52  29.11  20.20
869  3.22  29.12  25.16
870  3.18  29.14  23.84
871  3.91  29.17  28.86
872  3.84  29.20  28.02
873  3.03  29.20  24.05
874  3.34  29.17  25.73
875  3.54  29.17  26.55
876  3.19  29.14  24.37
877  2.85  29.12  22.80
878  2.29  29.09  18.45
879  3.46  29.10  26.23
880  3.69  29.13  27.99
881  3.06  29.14  23.95
882  2.78  29.17  22.23
883  4.07  29.16  30.04
884  3.62  29.18  27.00
885  2.90  29.18  22.40
886  3.02  29.18  23.75
887  2.92  29.15  22.00
888  3.14  29.17  25.07
889  2.52  29.18  20.36
890  2.93  29.18  23.14
891  3.65  29.20  27.64
892  2.56  29.23  20.46
893  3.34  29.23  25.20
894  3.67  29.28  27.30
895  2.35  29.27  18.63
896  2.75  29.26  21.98
897  3.23  29.27  25.39
898  3.43  29.28  26.75
899  3.21  29.29  24.93
900  2.42  29.31  19.68
901  2.64  29.34  21.44
902  2.46  29.35  20.07
903  2.65  29.34  21.46
904  3.38  29.36  26.21
905  2.47  29.37  19.46
906  2.78  29.38  21.43
907  3.08  29.41  23.79
908  3.70  29.44  28.02
909  4.04  29.47  30.80
910  3.09  29.51  23.44
911  2.89  29.51  22.88
912  2.37  29.50  19.47
913  2.48  29.50  20.37
914  2.12  29.49  16.90
915  3.58  29.49  27.80
916  3.85  29.48  28.68
917  3.86  29.50  28.59
918  4.02  29.51  29.96
919  2.72  29.51  21.84
920  2.89  29.50  23.16
921  3.18  29.50  24.36
922  3.26  29.52  25.05
923  3.44  29.50  25.36
924  2.67  29.51  21.47
925  2.35  29.50  19.34
926  3.54  29.47  27.43
927  4.01  29.45  29.53
928  3.20  29.48  25.04
929  4.20  29.46  31.05
930  3.28  29.48  25.84
931  3.40  29.46  25.77
932  3.04  29.46  24.31
933  2.73  29.45  22.23
934  3.24  29.46  24.58
935  2.88  29.43  22.27
936  3.25  29.43  25.18
937  3.03  29.44  23.14
938  4.06  29.44  30.36
939  3.27  29.45  26.11
940  3.10  29.48  24.77
941  3.04  29.50  24.43
942  3.59  29.51  27.54
943  3.92  29.52  28.66
944  2.59  29.56  21.32
945  2.70  29.57  21.98
946  4.25  29.59  31.86
947  2.94  29.56  23.38
948  2.77  29.57  22.39
949  4.03  29.60  30.41
950  2.16  29.63  17.61
951  3.45  29.64  26.13
952  3.07  29.65  24.98
953  3.35  29.69  25.34
954  3.10  29.72  24.71
955  3.62  29.71  27.91
956  3.26  29.73  25.79
957  3.94  29.76  28.53
958  3.38  29.78  25.67
959  3.30  29.80  25.11
960  3.21  29.78  24.34
961  3.54  29.80  27.04
962  3.02  29.80  24.43
963  2.94  29.80  22.86
964  3.13  29.83  24.34
965  2.94  29.82  22.26
966  2.82  29.82  23.05
967  4.14  29.83  31.91
968  2.45  29.84  20.02
969  2.44  29.86  19.43
970  3.48  29.88  26.80
971  3.67  29.93  28.73
972  2.87  29.94  22.46
973  3.11  29.95  24.79
974  2.64  29.97  21.23
975  2.91  29.98  22.91
976  4.06  30.00  30.18
977  3.36  30.00  25.86
978  2.70  29.98  21.65
979  3.38  29.98  25.73
980  2.72  30.00  22.05
981  3.50  29.98  27.25
982  4.18  29.99  31.70
983  3.17  30.00  24.70
984  2.88  30.02  23.04
985  2.45  30.03  20.03
986  3.52  30.00  26.83
987  4.09  29.99  30.25
988  3.40  30.01  26.36
989  3.25  30.01  26.15
990  3.54  30.04  26.67
991  3.36  30.05  25.71
992  3.28  30.05  26.09
993  2.73  30.08  22.29
994  3.68  30.07  28.38
995  3.29  30.07  25.99
996  3.17  30.04  25.33
997  3.53  30.04  27.11
998  2.96  30.05  23.45
999  2.99  30.05  23.77
